tipo_unidade;nome_oficial;rpa;distrito_sanitario;microregiao;cnes;cod_nat;tipo_servico;endereço;bairro;fone;especialidade;como_usar;horario;ordem;latitude;longitude
2.2|Unidades Saúde da Família;PSF Passarinho Alto;3;7;7.2;28673;Própria;Unidade de Saúde da Família;Rua das Rosas 120;Passarinho;33556195;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1629.;Segunda à sexta das 08:00 às 17:00;02.02.00.088;-7.9799088203;-34.9150006992
2.2|Unidades Saúde da Família;PSF Passarinho Baixo;3;7;7.2;26204;Própria;Unidade de Saúde da Família;"Rua do Canario, 220";Passarinho;33554680;Clínico Geral e Enfermagem;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1630.;Segunda à sexta das 08:00 às 17:00;02.02.00.089;-7.9797151922;-34.9169398063
2.2|Unidades Saúde da Família;PSF Paz e Amor;6;8;8.1;6362494;Própria;Unidade de Saúde da Família;"Rua Senador Pompeu, 120";Ibura;33556650;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1631.;Segunda à sexta das 08:00 às 17:00;02.02.00.090;-8.1160491081;-34.9298493152
2.2|Unidades Saúde da Família;PSF Pina;6;6;6.1;3153568;Própria;Unidade de Saúde da Família;"Rua Barreiros, 90 - Beira Rio";Pina;33554686;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1632.;Segunda à sexta das 08:00 às 17:00;02.02.00.091;-8.0901285840;-34.8850335221
2.2|Unidades Saúde da Família;PSF Planeta dos Macacos I;5;5;5.3;5601053;Própria;Unidade de Saúde da Família;"Rua Quatro de Setembro, 145";Curado;33550157/33550035;Clínico Geral e Enfermagem  ;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1633.;Segunda à sexta das 08:00 às 17:00;02.02.00.092;-8.0816477394;-34.9535722639
2.2|Unidades Saúde da Família;PSF Planeta dos Macacos II;5;5;5.3;22438;Própria;Unidade de Saúde da Família;"Rua Edgar Carneiro, 929";Jardim São Paulo;33550059;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1634.;Segunda à sexta das 08:00 às 17:00;02.02.00.093;-8.0780276746;-34.9504838736
2.2|Unidades Saúde da Família;PSF Poço da Panela;3;3;3.2;20567;Própria;Unidade de Saúde da Família;"Av 17 de Agosto, 2388";Casa Forte;33556202;Clínico Geral e Enfermagem;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1635.;Segunda à sexta das 08:00 às 17:00;02.02.00.094;-8.0375622978;-34.9248941427
2.2|Unidades Saúde da Família;PSF Ponto de Parada;2;2;2.1;3302032;Própria;Unidade de Saúde da Família;"Rua Ramiz Galvão, 379";Arruda;33556095;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1636.;Segunda à sexta das 08:00 às 17:00;02.02.00.095;-8.0259956705;-34.8969722262
2.2|Unidades Saúde da Família;PSF Prof Amaury de Medeiros;4;4;4.3;3703223;Própria;Unidade de Saúde da Família;"Rua Roraima, 102";Várzea;33550308/0309;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1637.;Segunda à sexta das 08:00 às 17:00;02.02.00.096;-8.0362846703;-34.9798041638
2.2|Unidades Saúde da Família;PSF Prof Antônio Francisco Areias;2;2;2.1;22268;Própria;Unidade de Saúde da Família;"Av Jardim Brasilia, 145";Peixinhos;33556212;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1638.;Segunda à sexta das 08:00 às 17:00;02.02.00.097;-8.0174118687;-34.8740766520
2.2|Unidades Saúde da Família;PSF Prof Bruno Maia;3;7;7.2;1058;Própria;Unidade de Saúde da Família;"Alto do Refugio, S/N";Nova Descoberta;33554416;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1639.;Segunda à sexta das 08:00 às 17:00;02.02.00.098;-8.0013817701;-34.9248708874
2.2|Unidades Saúde da Família;PSF Prof Djair Brindeiro;6;6;6.3;833;Própria;Unidade de Saúde da Família;"Rua Cosmorama, S/N";Boa Viagem;33550119;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1640.;Segunda à sexta das 08:00 às 17:00;02.02.00.099;-8.1481332011;-34.9135759982
2.2|Unidades Saúde da Família;PSF Prof Fernando Figueira;6;8;8.1;5392039;Própria;Unidade de Saúde da Família;"Rua Bandeirante Raposo Tavares,100 Pantanal";Ibura;33554684;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1641.;Segunda à sexta das 08:00 às 17:00;02.02.00.100;-8.1074359821;-34.9583575305
2.2|Unidades Saúde da Família;PSF Rio da Prata;6;8;8.1;3639827;Própria;Unidade de Saúde da Família;"Rua Rio da Prata, 455";Ibura;33556215;Clínica Geral e Enfermagem ;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1642.;Segunda à sexta das 08:00 às 17:00;02.02.00.101;-8.1188248579;-34.9370130008
2.2|Unidades Saúde da Família;PSF Roda de Fogo Cosirof;4;4;4.2;22330;Própria;Unidade de Saúde da Família;"Rua Edvaldo Maranhão Ferreira, 135 Roda de Fogo";Torrões;33556423;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1643.;Segunda à sexta das 08:00 às 17:00;02.02.00.102;-8.0583810529;-34.9392366728
2.2|Unidades Saúde da Família;PSF Roda de Fogo Macaé;4;4;4.2;22357;Própria;Unidade de Saúde da Família;"Rua Macae, 125";Torrões;33556179;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1644.;Segunda à sexta das 08:00 às 17:00;02.02.00.103;-8.0620433128;-34.9379308510
2.2|Unidades Saúde da Família;PSF Roda de Fogo Sinos;4;4;4.2;22349;Própria;Unidade de Saúde da Família;"Rua dos Sinos, 35";Torrões;33556435;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1645.;Segunda à sexta das 08:00 às 17:00;02.02.00.104;-8.0551049120;-34.9385975622
2.2|Unidades Saúde da Família;PSF Rosa Selvagem;4;4;4.3;22381;Própria;Unidade de Saúde da Família;"Rua Professor Otavio Tavares, 30, UR 07";Várzea;33550204/0206;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1646.;Segunda à sexta das 08:00 às 17:00;02.02.00.105;-8.0324093625;-34.9778800238
2.2|Unidades Saúde da Família;PSF Santa Tereza;3;7;7.2;28061;Própria;Unidade de Saúde da Família;"Rua Alto Santa Tereza, 746 - Frei Damião";Passarinho;33554696;Clínica Geral e Enfermagem ;Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1647.;Segunda à sexta das 08:00 às 17:00;02.02.00.106;-7.9862510154;-34.9268524903
2.2|Unidades Saúde da Família;PSF Santana;3;3;3.2;22284;Própria;Unidade de Saúde da Família;"Rua Olegarinha da Cunha, 333";Santana;33556222;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1648.;Segunda à sexta das 08:00 às 17:00;02.02.00.107;-8.0410695645;-34.9194759888
2.2|Unidades Saúde da Família;PSF Sítio Cardoso;4;4;4.1;28975;Própria;Unidade de Saúde da Família;"Rua Menezes Drumond, 99";Madalena;33556704;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1649.;Segunda à sexta das 08:00 às 17:00;02.02.00.108;-8.0513607470;-34.9093054532
2.2|Unidades Saúde da Família;PSF Sítio das Palmeiras;4;4;4.1;22365;Própria;Unidade de Saúde da Família;"Rua Felixlândia, 176";Cordeiro;33556448;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1650.;Segunda à sexta das 08:00 às 17:00;02.02.00.109;-8.0510869941;-34.9370650485
2.2|Unidades Saúde da Família;PSF Sítio dos Macacos;3;7;7.3;2097;Própria;Unidade de Saúde da Família;"Estrada dos Macacos, 47 - Vila Aritana";Guabiraba;33550021;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1651.;Segunda à sexta das 08:00 às 17:00;02.02.00.110;-7.9955573639;-34.9545086466
2.2|Unidades Saúde da Família;PSF Sítio dos Pintos;3;3;3.3;28053;Própria;Unidade de Saúde da Família;"Rua Professor Agostinho Nunes Machado, S/N";Sítio dos Pintos;33550070;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1652.;Segunda à sexta das 08:00 às 17:00;02.02.00.111;-8.0138263832;-34.9578242085
2.2|Unidades Saúde da Família;PSF Sítio Grande;6;6;6.2;957;Própria;Unidade de Saúde da Família;"Av Luxemburgo, 254, Sitio Grande";Imbiribeira;33556685;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1653.;Segunda à sexta das 08:00 às 17:00;02.02.00.112;-8.1021953471;-34.9125819713
2.2|Unidades Saúde da Família;PSF Sítio São Bráz;3;3;3.3;26212;Própria;Unidade de Saúde da Família;"Terceira Travessa da Rua São Braz, 60 E 60A";Dois Irmãos;33550325;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1654.;Segunda à sexta das 08:00 às 17:00;02.02.00.113;-8.0195789398;-34.9576800389
2.2|Unidades Saúde da Família;PSF Sítio Wanderley;4;4;4.3;5320380;Própria;Unidade de Saúde da Família;"Rua Hemeterio Maciel, 311";Várzea;33556874;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1655.;Segunda à sexta das 08:00 às 17:00;02.02.00.114;-8.0391784973;-34.9506892539
2.2|Unidades Saúde da Família;PSF Skylab II;4;4;4.1;22306;Própria;Unidade de Saúde da Família;Rua Mauríco de Nassau S/N Caiara;Iputinga;33556933;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1656.;Segunda à sexta das 08:00 às 17:00;02.02.00.115;-8.0388119757;-34.9307208253
2.2|Unidades Saúde da Família;PSF Três Carneiros;6;8;8.3;2062;Própria;Unidade de Saúde da Família;"Rua Ibitiara, 154 - Três Carneiros Alto";Cohab;33554713;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1657.;Segunda à sexta das 08:00 às 17:00;02.02.00.116;-8.1253568895;-34.9582189795
2.2|Unidades Saúde da Família;PSF Três Carneiros Baixo - Zumbi do Pacheco;6;8;8.3;3569322;Própria;Unidade de Saúde da Família;"Av Campo Verde, S/N - Três Carneiros Baixo";Cohab;33554712;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1658.;Segunda à sexta das 08:00 às 17:00;02.02.00.117;-8.1277853497;-34.9561387931
2.2|Unidades Saúde da Família;PSF União das Vilas;;;;5139155;Própria;Unidade de Saúde da Família;"Avenida Agamenon Magalhães, 290";Espinheiro;33556134;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1659.;Segunda à sexta das 08:00 às 17:00;02.02.00.118;-8.0413655726;-34.8870631454
2.2|Unidades Saúde da Família;PSF UR 10;6;8;8.3;22462;Própria;Unidade de Saúde da Família;"Rua Monte Alegre, 132, UR 10";Cohab;33556909;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1660.;Segunda à sexta das 08:00 às 17:00;02.02.00.119;-8.1366847182;-34.9526296604
2.2|Unidades Saúde da Família;PSF UR 2;6;8;8.3;26352;Própria;Unidade de Saúde da Família;"Av Santa Fe, 240 - UR 02";Cohab;33556239;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1661.;Segunda à sexta das 08:00 às 17:00;02.02.00.120;-8.1171490840;-34.9552535430
2.2|Unidades Saúde da Família;PSF UR 3;6;8;8.3;3562638;Própria;Unidade de Saúde da Família;"Av Engenho Babilônia, 168 - UR 3";Cohab;33556452;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1662.;Segunda à sexta das 08:00 às 17:00;02.02.00.121;-8.1125623210;-34.9496985825
2.2|Unidades Saúde da Família;PSF UR12 UR5 3 Etapa;6;8;8.3;22489;Própria;Unidade de Saúde da Família;"Rua Francisco Miranda, 16";Cohab;33556690;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1663.;Segunda à sexta das 08:00 às 17:00;02.02.00.122;-8.1262403418;-34.9531037877
2.2|Unidades Saúde da Família;PSF Vietnã;4;4;4.2;22322;Própria;Unidade de Saúde da Família;"Rua Eduardo Custodio, 164";Torrões;33556806;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1664.;Segunda à sexta das 08:00 às 17:00;02.02.00.123;-8.0681114889;-34.9376708369
2.2|Unidades Saúde da Família;PSF Vila Boa Vista;3;7;7.2;29106;Própria;Unidade de Saúde da Família;"Av Vereador Otacilio de Azevedo, 4598";Brejo de Beberibe;33556242;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1665.;Segunda à sexta das 08:00 às 17:00;02.02.00.124;-7.9957296660;-34.9257928851
2.2|Unidades Saúde da Família;PSF Vila das Aeromoças;6;8;8.3;29068;Própria;Unidade de Saúde da Família;"Rua Aiquara, 25 - Vila das Aeromocas";Cohab;33554620;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1666.;Segunda à sexta das 08:00 às 17:00;02.02.00.125;-8.1363736058;-34.9570990611
2.2|Unidades Saúde da Família;PSF Vila do IPSEP;6;6;6.2;3007995;Própria;Unidade de Saúde da Família;"Rua Virgínea Heráclio, S/N";Ipsep;33556687;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1667.;Segunda à sexta das 08:00 às 17:00;02.02.00.126;-8.1048112370;-34.9231626791
2.2|Unidades Saúde da Família;PSF Vila do SESI;6;8;8.1;3470253;Própria;Unidade de Saúde da Família;"Rua Professor Fernando Mota, 217";Ibura;33556246;"Clínico Geral, Enfermagem, Odontologia e Nasf";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1668.;Segunda à sexta das 08:00 às 17:00;02.02.00.127;-8.1094810964;-34.9393865294
2.2|Unidades Saúde da Família;PSF Vila dos Milagres;6;8;8.3;29041;Própria;Unidade de Saúde da Família;"Rua das Flores, 60, Vila dos Milagres";Cohab;33556250;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1669.;Segunda à sexta das 08:00 às 17:00;02.02.00.128;-8.1130941253;-34.9459844534
2.2|Unidades Saúde da Família;PSF Vila São Miguel Marrom Glace;5;5;5.1;29114;Própria;Unidade de Saúde da Família;"Rua Mariapolis, 132";Afogados;33556932;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1670.;Segunda à sexta das 08:00 às 17:00;02.02.00.129;-8.0823880462;-34.9117945894
2.2|Unidades Saúde da Família;PSF Vila Tamandaré  Beirinha;5;5;5.2;3037908;Própria;Unidade de Saúde da Família;"Rua Dias Cardoso, 11";Areias;33556254;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1671.;Segunda à sexta das 08:00 às 17:00;02.02.00.130;-8.0935371479;-34.9244503242
2.2|Unidades Saúde da Família;PSF Vila União;4;4;4.1;1511;Própria;Unidade de Saúde da Família;"Rua Nova Aliança, S/N";Iputinga;33554716;"Clínico Geral, Enfermagem  e Odontologia";Para ter acesso aos serviços o usuário deve residir na área de cobertura e realizar cadastro prévio na unidade de saúde. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1672.;Segunda à sexta das 08:00 às 17:00;02.02.00.131;-8.0306692962;-34.9327352608
2.3|Consultório na Rua;CS Coelhos II - Consultorio na Rua;1;1;1.3;;Própria;Consultório na Rua;"Rua Dr José Mariano, 699";Coelhos;33554653;"As Equipes São Formadas por Profissionais Como Psicólogos, Assistentes Sociais e Técnicos Sociais.";"Para ter acesso aos serviços o usuário precisa estar em situação de rua e partir da sua identificação e escuta, aderir ao acompanhamento da equipe. Havendo demandas mais urgentes de acompanhamento, a equipe encaminhará o usuário para o serviço de saúde mais indicado para a sua necessidade. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1520.";;02.03.00.001;-8.0661615475;-34.8883932490
2.3|Consultório na Rua;CS Dom Miguel de Lima Valverde - Consultório na Rua;6;6;6.3;;Própria;Consultório na Rua;"Rua Nilo Dornellas Camara, 117";Boa Viagem;33550061;"As Equipes São Formadas por Profissionais Como Psicólogos, Assistentes Sociais e Técnicos Sociais.";"Para ter acesso aos serviços o usuário precisa estar em situação de rua e partir da sua identificação e escuta, aderir ao acompanhamento da equipe. Havendo demandas mais urgentes de acompanhamento, a equipe encaminhará o usuário para o serviço de saúde mais indicado para a sua necessidade. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1521.";;02.03.00.002;-8.1334210894;-34.9046599680
2.4|Programa Mãe Coruja;UBT Prof Joaquim Cavalcante;4;4;4.2;639;Própria;Espaço Mãe Coruja;"Av do Forte, 1350";Torrões;33554425;"Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.";"Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1520.";Segunda à sexta das 08:00 às 17:00;02.04.00.001;-8.0590327438;-34.9317969641
2.4|Programa Mãe Coruja;PSF São José do Coque;1;1;1.3;29130;Própria;Espaço Mãe Coruja;"Av Central, 10";Ilha Joana Bezerra;33556226;"Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.";"Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1521.";Segunda à sexta das 08:00 às 17:00;02.04.00.002;-8.0727316743;-34.8963375641
2.4|Programa Mãe Coruja;UBT Sebastião Ivo Rabelo;6;8;8.3;1082;Própria;Espaço Mãe Coruja;"Av Campina Grande, S/N UR 01";Cohab;33554445;"Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.";"Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1522.";Segunda à sexta das 08:00 às 17:00;02.04.00.003;-8.1196320558;-34.9478815949
2.4|Programa Mãe Coruja;Policlínica Prof Waldemar de Oliveira;1;1;1.1;620;Própria;Espaço Mãe Coruja;"Rua do Pombal, 115 ";Santo Amaro;33551402;"Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.";"Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1523.";Segunda à sexta das 08:00 às 17:00;02.04.00.004;-8.0521028932;-34.8849247825
2.4|Programa Mãe Coruja;Policlínica Salomão Kelner;2;2;2.2;6897029;Própria;Espaço Mãe Coruja;"Estrada Velha de Agua Fria, 1652";Água Fria;33559929;"Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.";"Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1524.";Segunda à sexta das 08:00 às 17:00;02.04.00.005;-8.0211110620;-34.8954616658
2.4|Programa Mãe Coruja;Upinha 24h Upinha 24h Dr Hélio Mendonça - Espaço Mãe Coruja Itinerante Brejo de Guabiraba;3;7;7.3;6362508;Própria;Espaço Mãe Coruja;"Rua Maria Cândida, 87";Macaxeira;33556839;"Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.";"Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1525.";Segunda à sexta das 08:00 às 17:00;02.04.00.006;-8.0119925000;-34.9317159000
2.4|Programa Mãe Coruja;PSF Bidú Krause - Espaço Mãe Coruja Itinerante Coqueiral;5;5;5.3;;Própria;Espaço Mãe Coruja;"Rua Comendador Franco Ferreira, 876";San Martin;33556126;"Saúde da Mulher, Parto Humanizado, Imunização, Aleitamento Materno, Segurança Alimentar e Nutricional, Monitoramento da Criança de Risco, Entre Outros.";"Para ter acesso aos serviços ofertados pelo Programa Mãe Coruja, a usuária precisa ser encaminhada por uma Unidade de Saúde da Família, desde que atenda aos critérios de inclusão definidos nos protocolos de encaminhamento. Em caso de dúvidas ligue para a ouvidoria Municipal de Saúde 0800 281 1526.";Segunda à sexta das 08:00 às 17:00;02.04.00.007;-8.0731224000;-34.9292342000
